univNameCn,univTags,univCategory,province,score,ranking,lng,lat,tlng,tlat
新疆大学,一流大学B类 211,综合,新疆,206.7,129,87.616159,43.765046,87.61331525,43.7638085
汕头大学,,综合,广东,206.4,131,116.631809,23.412536,116.6274519,23.41527449
西南石油大学,一流学科,理工,四川,206,132,104.183563,30.821791,104.1811167,30.82421379
山东科技大学,,综合,山东,204.5,133,120.123712,36.005131,120.1183841,36.004875
河南农业大学,,农业,河南,204.3,134,113.664109,34.784842,113.6580135,34.78593479
贵州大学,一流学科 211,综合,贵州,201.7,135,106.676788,26.44438,106.673123,26.44794021
华侨大学,,综合,福建,201.4,136,118.645264,24.934317,118.6407797,24.93727924
河北师范大学,,师范,河北,201.1,137,114.517366,37.994022,114.5113847,37.99338241
黑龙江大学,,综合,黑龙江,201,138,126.622339,45.708441,126.6164236,45.70650851
中国计量大学,,理工,浙江,201,138,120.363907,30.318892,120.3593278,30.32118817
陕西科技大学,,理工,陕西,198.6,140,108.977594,34.38103,108.9728234,34.38248965
沈阳农业大学,,农业,辽宁,196.8,141,123.570051,41.826563,123.5643068,41.82445675
天津师范大学,,师范,天津,196.5,142,117.122435,39.062144,117.1160138,39.06101851
湖北工业大学,,理工,湖北,196.3,143,114.309722,30.479725,114.3042877,30.48217316
海南大学,一流学科 211,综合,海南,196.2,144,110.328752,20.056739,110.3243942,20.05882101
济南大学,,综合,山东,195.4,145,116.964624,36.614668,116.9589535,36.61455237
山东农业大学,,农业,山东,194.7,146,117.154179,36.164227,117.148138,36.16403026
常州大学,,理工,江苏,194.6,147,119.957948,31.683504,119.9532499,31.68558134
温州大学,,综合,浙江,194.6,147,120.695224,27.917666,120.6911853,27.92095014
重庆邮电大学,,理工,重庆,193.7,149,106.607808,29.531873,106.604116,29.5347777
齐鲁工业大学,,理工,山东,192.6,150,118.057846,36.794289,118.0517729,36.79378459
曲阜师范大学,,师范,山东,189.8,151,116.972711,35.59635,116.9671196,35.5965758
武汉工程大学,,理工,湖北,188.6,152,114.390726,30.5033,114.385186,30.50561138
湖南农业大学,,农业,湖南,187.9,153,113.088798,28.182275,113.0829284,28.18544446
天津工业大学,一流学科,理工,天津,187.4,154,117.111675,39.062278,117.1052524,39.06114693
安徽农业大学,,农业,安徽,187,155,117.257757,31.86052,117.2522706,31.86253629
江苏科技大学,,理工,江苏,186.8,156,120.570656,31.895703,120.5664027,31.89783886
浙江农林大学,,林业,浙江,186,157,119.729509,30.233838,119.7246147,30.23631285
北方工业大学,,理工,北京,185.7,158,116.20649,39.929413,116.2003876,39.92815476
广西师范大学,,师范,广西,184.7,159,108.349109,22.836028,108.3450709,22.83874035
吉林农业大学,,农业,吉林,184.4,160,125.410385,43.810433,125.4037384,43.80787556
青岛科技大学,,理工,山东,183.8,161,120.386711,36.150162,120.3815702,36.14986718
四川农业大学,一流学科 211,农业,四川,183.3,162,102.995598,29.9775,102.993812,29.98021818
西北师范大学,,师范,甘肃,183.3,162,103.73571,36.099232,103.7332061,36.0994519
南通大学,,综合,江苏,183.1,164,120.906396,31.975851,120.9021803,31.97802125
石河子大学,一流学科 211,综合,新疆,182.8,165,86.071467,44.309418,86.06863955,44.30820073
上海海洋大学,一流学科,农业,上海,182.5,166,121.892161,30.885617,121.8880724,30.8880024
三峡大学,,综合,湖北,179.8,167,111.311539,30.714216,111.3058293,30.71661357
安徽工业大学,,理工,安徽,178.6,168,118.556363,31.675693,118.551327,31.67780124
河南理工大学,,理工,河南,177.7,169,113.890398,34.792194,113.8845223,34.79333381
宁夏大学,一流学科 211,综合,宁夏,176.4,170,106.132335,38.503198,106.127757,38.50257844
西安科技大学,,理工,陕西,175,171,109.195385,34.363008,109.190304,34.36433457
上海海事大学,,理工,上海,174.6,172,121.904018,30.871598,121.8999397,30.87399569
成都理工大学,一流学科,理工,四川,174.2,173,104.147257,30.674912,104.1447516,30.67734332
南昌航空大学,,理工,江西,173.7,174,115.827603,28.649928,115.8226178,28.65321221
长春理工大学,,理工,吉林,172.7,175,125.313308,43.834725,125.306843,43.83231246
辽宁师范大学,,师范,辽宁,172.5,176,121.563378,38.920122,121.5583869,38.9193141
西南科技大学,,理工,四川,172.1,177,104.68644,31.534838,104.6838043,31.53709569
河北农业大学,,农业,河北,171.9,178,115.447073,38.829154,115.4406942,38.82822873
中北大学,,理工,山西,171.7,179,112.44368,39.374947,112.4368362,39.3737718
青海大学,一流学科 211,综合,青海,171.6,180,101.749439,36.728139,101.7474775,36.7281395
集美大学,,综合,福建,170.7,181,118.096359,24.569562,118.0913761,24.57221837
武汉纺织大学,,理工,湖北,170.4,182,114.398806,30.485637,114.3932666,30.48794936
天津理工大学,,理工,天津,170.3,183,117.142117,39.060669,117.135712,39.05956539
四川师范大学,,师范,四川,170.1,184,104.123474,30.610054,104.1209418,30.61248211
云南师范大学,,师范,云南,169.6,185,102.854435,24.862935,102.853047,24.86604292
浙江海洋大学,,农业,浙江,169.6,185,122.190042,29.963449,122.1858405,29.96581768
天津科技大学,,理工,天津,169.5,187,117.710692,39.089416,117.7044151,39.08847529
湖南科技大学,,综合,湖南,169.4,188,112.916891,27.903172,112.9115064,27.90667094
重庆交通大学,,理工,重庆,169.1,189,106.57283,29.489235,106.5691405,29.49214088
长江大学,,综合,湖北,168.4,190,112.212776,30.334261,112.2070254,30.33678754
兰州理工大学,,理工,甘肃,168.1,191,103.77571,36.054676,103.7732041,36.05490995
山东理工大学,,理工,山东,168.1,191,118.001824,36.813618,117.9959071,36.81325146
安徽理工大学,,理工,安徽,167,193,117.00032,32.653882,116.99491,32.6559351
烟台大学,,综合,山东,167,193,121.459149,37.475408,121.4539578,37.47444694
大连工业大学,,理工,辽宁,165.9,195,121.526276,38.975506,121.5211611,38.97457804
哈尔滨理工大学,,理工,黑龙江,165.5,196,126.616657,45.714903,126.6107465,45.71297599
沈阳师范大学,,师范,辽宁,165.5,196,123.412537,41.913624,123.4063723,41.91117996
延边大学,一流学科 211,综合,吉林,165.4,198,129.48838,42.912091,129.4813488,42.90954382
内蒙古农业大学,,农业,内蒙古,165.3,199,111.706694,40.808357,111.6998418,40.80698307
河南科技大学,,综合,河南,164.9,200,113.637549,34.720551,113.6314985,34.72175058
南华大学,,综合,湖南,164.1,201,101.283236,25.200163,101.2817087,25.2030916
哈尔滨师范大学,,师范,黑龙江,164,202,126.62127,45.723665,126.6153534,45.72173707
石家庄铁道大学,,理工,河北,163.5,203,114.508511,38.083381,114.5024827,38.08273378
北京信息科技大学,,理工,北京,163.4,204,116.38197,39.988892,116.3757319,39.98749916
沈阳建筑大学,,理工,辽宁,162.5,205,123.51595,41.74323,123.5100575,41.74099977
青岛农业大学,,农业,山东,162.4,206,120.395817,36.319084,120.3906566,36.3187366
上海工程技术大学,,理工,上海,161.7,207,121.205007,31.05605,121.2005535,31.05812181
河南工业大学,,理工,河南,161.4,208,113.549923,34.830976,113.5437763,34.8320238
江西理工大学,,理工,江西,161.1,209,114.929361,25.853103,114.924647,25.85631386
中南林业科技大学,,林业,湖南,160.8,210,116.347,40.007599,116.3408236,40.00625913
北京农学院,,农业,北京,160.7,211,116.311673,40.096215,116.305564,40.09493605
重庆师范大学,,师范,重庆,160.6,212,106.299454,29.613656,106.2956344,29.61631636
江西农业大学,,农业,江西,160.5,213,115.83852,28.757181,115.8335543,28.76041912
兰州交通大学,,理工,甘肃,160.5,213,103.745276,36.0997,103.7427639,36.09991556
西藏大学,一流学科 211,综合,西藏,159.7,215,91.14678,29.645518,91.14525864,29.6482611
沈阳工业大学,,理工,辽宁,159.6,216,123.251658,41.737484,123.2458561,41.73522969
华东交通大学,,理工,江西,159.4,217,115.867828,28.745691,115.862933,28.74898694
沈阳航空航天大学,,理工,辽宁,159.2,218,123.407899,41.926975,123.4017331,41.92453178
西安邮电大学,,理工,陕西,158.9,219,108.948713,34.213552,108.9440554,34.2151529
东华理工大学,,理工,江西,158.7,220,116.354691,28.001877,116.349695,28.00503399
东北电力大学,,理工,吉林,158.6,221,126.504189,43.823273,126.4983069,43.82087346
上海电力大学,,理工,上海,157.9,222,121.546776,31.27518,121.5424839,31.27729602
鲁东大学,,综合,山东,157.3,223,121.359238,37.523045,121.3540218,37.5220597
国际关系学院,,综合,北京,157.2,224,116.30677,39.992176,116.3006836,39.99091093
大连大学,,综合,辽宁,156.9,225,121.823465,39.100645,121.8184334,39.09964646
苏州科技大学,,理工,江苏,156.4,226,120.55703,31.265566,120.552798,31.26772321
河北科技大学,,理工,河北,155.9,227,114.534811,38.046379,114.528892,38.04579995
渤海大学,,综合,辽宁,155.8,228,116.31736,39.983707,116.3112533,39.98242399
华北理工大学,,综合,河北,155.5,229,118.179192,39.636848,118.1728926,39.63552568
甘肃农业大学,,农业,甘肃,155.4,230,103.700945,36.091873,103.6985009,36.09213626
北京印刷学院,,理工,北京,154.1,231,116.329503,39.744558,116.3233998,39.74326726
重庆理工大学,,理工,重庆,153.3,232,106.52942,29.45666,106.5256507,29.45948992
西安石油大学,,理工,陕西,153.3,232,108.653779,34.102838,108.6492743,34.10446747
海南师范大学,,师范,海南,152.8,234,110.344988,19.998159,110.3405974,20.00016172
上海应用技术大学,,理工,上海,151.6,235,121.422595,31.166042,121.4179563,31.16791353
桂林电子科技大学,,理工,广西,151.2,236,110.337107,25.281329,110.3324308,25.28409056
聊城大学,,综合,山东,150.8,237,116.01198,36.430933,116.006234,36.43079348
郑州轻工业大学,,理工,河南,150.8,237,113.65123,34.795126,113.6451541,34.79623066
武汉轻工大学,,理工,湖北,150,239,114.237573,30.638471,114.2321328,30.64090919
安徽建筑大学,,理工,安徽,149.9,240,117.22809,31.74456,117.2226124,31.74654391
东北石油大学,,理工,黑龙江,149.9,240,125.149391,46.59074,125.142377,46.5886729
成都信息工程大学,,理工,四川,149.2,242,103.917516,30.683908,103.9154329,30.68666142
东莞理工学院,,理工,广东,149,243,113.877857,22.9005,113.8729307,22.90343999
大连交通大学,,理工,辽宁,148.1,244,121.586442,38.924206,121.5814913,38.92342388
山东建筑大学,,理工,山东,147.5,245,117.181744,36.686719,117.1756916,36.68635427
西华师范大学,,师范,四川,147.4,246,114.529709,33.768277,114.5242199,33.76981666
西安工程大学,,理工,陕西,147.2,247,109.186238,34.36514,109.1811425,34.36644898
贵州师范大学,,师范,贵州,146.7,248,106.635649,26.386053,106.6320895,26.38966264
成都大学,,综合,四川,146.3,249,104.189026,30.651446,104.1865977,30.65396362
西安工业大学,,理工,陕西,145.9,250,108.983039,34.377929,108.9782469,34.3793752
浙大宁波理工学院,,理工,浙江,145.1,251,121.569672,29.815443,121.5655523,29.81805746
佛山科学技术学院,,理工,广东,144.6,252,113.100107,23.024339,113.094618,23.02687964
山西农业大学,,农业,山西,143.8,253,112.587429,37.424047,112.5812355,37.42358719
青岛理工大学,,理工,山东,143.6,254,120.205632,35.973277,120.2005428,35.97316045
华北水利水电大学,,理工,河南,143.5,255,113.674683,34.811325,113.6685664,34.81237047
厦门理工学院,,理工,福建,143.2,256,118.08573,24.62394,118.0807439,24.62660426
北京电子科技学院,,理工,北京,142.9,257,116.279773,39.837164,116.2737446,39.83594092
南京工程学院,,理工,江苏,142.7,258,118.881403,31.925978,118.8763797,31.92815562
北京联合大学,,综合,北京,142.2,259,116.427048,39.990882,116.4208054,39.98948228
长春工业大学,,理工,吉林,141.6,260,125.299472,43.827263,125.2930409,43.82486848
辽宁工程技术大学,,理工,辽宁,141.3,261,120.780132,40.624062,120.7748413,40.62257518
湖州师范学院,,师范,浙江,141.1,262,120.134117,30.874626,120.1293043,30.87669766
江汉大学,,综合,湖北,140.5,263,114.159289,30.51214,114.1536641,30.514504
辽宁石油化工大学,,理工,辽宁,140.2,264,123.234668,41.746311,123.2288675,41.74404876
青海师范大学,,师范,青海,140.1,265,101.749737,36.745885,101.7477748,36.74587396
吉林师范大学,,师范,吉林,139.9,266,125.213919,43.780231,125.2075183,43.77781568
北京石油化工学院,,理工,北京,139.7,267,116.325768,39.748175,116.3196722,39.74689083
内蒙古师范大学,,师范,内蒙古,139.7,267,111.694234,40.80459,111.6874122,40.80324065
中国民航大学,,理工,天津,139.1,269,117.354309,39.102642,117.3478315,39.10153379
辽宁工业大学,,理工,辽宁,138.7,270,121.125451,41.145791,121.1197946,41.1436957
湖南工业大学,,理工,湖南,138.6,271,113.106165,27.824002,113.1003158,27.82711803
延安大学,,综合,陕西,138.5,272,109.463028,36.619962,109.457526,36.6197594
西华大学,,综合,四川,138.2,273,103.95492,30.777764,103.9527656,30.78041808
桂林理工大学,,理工,广西,138,274,110.299312,25.063343,110.294731,25.066181
河北工程大学,,理工,河北,137,275,114.49876,36.574797,114.4928614,36.57461615
沈阳化工大学,,理工,辽宁,137,275,123.234668,41.746311,123.2288675,41.74404876
绍兴文理学院,,师范,浙江,136.8,277,120.571268,29.98114,120.5671703,29.98376252
安徽工程大学,,理工,安徽,136.6,278,118.41375,31.340243,118.4083399,31.34207911
浙江科技学院,,理工,浙江,135.9,279,120.024421,30.218984,120.0196914,30.22138562
盐城工学院,,理工,江苏,135,280,120.176971,33.400136,120.1720497,33.40155994
盐城师范学院,,师范,江苏,134.8,281,120.157592,33.383776,120.1526131,33.38517345
山西师范大学,,师范,山西,134.5,282,111.504325,36.07878,111.4980411,36.07884352
赣南师范大学,,师范,江西,133.9,283,114.886474,25.796003,114.8817742,25.79918143
大连海洋大学,,农业,辽宁,133.7,284,121.555454,38.868233,121.5504483,38.86744036
内蒙古工业大学,,理工,内蒙古,133.6,285,111.68372,40.849235,111.6769194,40.84786966
淮阴师范学院,,师范,江苏,133.3,286,119.005457,33.641576,119.0000517,33.64300507
信阳师范学院,,师范,河南,133.1,287,114.124345,32.162588,114.1184872,32.16454338
安庆师范大学,,师范,安徽,132.9,288,117.003303,30.608999,116.9980656,30.6114208
合肥学院,,理工,安徽,132.8,289,117.255203,31.752979,117.249728,31.75497708
云南农业大学,,农业,云南,132.6,290,102.749651,25.128862,102.7481605,25.13180001
辽宁科技大学,,理工,辽宁,132.5,291,123.063495,41.105729,123.0577242,41.10364586
南宁师范大学,,师范,广西,132.3,292,108.346669,22.832016,108.3426356,22.83473425
沈阳理工大学,,理工,辽宁,132.2,293,123.493776,41.72783,123.4878034,41.72553514
内蒙古民族大学,,综合,内蒙古,131.3,294,122.253176,43.628835,122.2476296,43.62646468
新疆师范大学,,师范,新疆,131.2,295,87.587026,43.905011,87.58417674,43.90385688
湖北师范大学,,师范,湖北,130.8,296,115.063991,30.226583,115.0585478,30.22896153
重庆科技学院,,理工,重庆,130.6,297,106.319005,29.587767,106.3151434,29.59040192
淮阴工学院,,理工,江苏,130.6,297,119.036003,33.552653,119.030498,33.55402728
吉林建筑大学,,理工,吉林,130.6,297,125.407666,43.79522,125.4010216,43.79265466
中原工学院,,理工,河南,130.4,300,113.589593,34.746245,113.583542,34.74743862
北华大学,,综合,吉林,130.2,301,126.562866,43.810677,126.5572016,43.80842232
嘉兴学院,,综合,浙江,130.2,301,120.720484,30.736445,120.7161863,30.73876942
临沂大学,,综合,山东,129.8,303,118.28975,35.119762,118.2841168,35.1202623
吉首大学,,综合,湖南,129.7,304,109.72486,28.288438,109.7201457,28.2918439
景德镇陶瓷大学,,理工,江西,129.5,305,117.316779,29.328868,117.3114234,29.33148623
广东技术师范大学,,师范,广东,129.3,306,113.337005,23.146076,113.3315657,23.14864707
淮北师范大学,,师范,安徽,128.7,307,116.811015,33.983799,116.8056268,33.98523219
广东海洋大学,,农业,广东,128.6,308,110.300832,21.151215,110.2964741,21.15370931
长江师范学院,,师范,重庆,128.4,309,107.390884,29.701571,107.3862579,29.70405266
宁波工程学院,,理工,浙江,128.4,309,121.613244,29.909587,121.6091476,29.91221491
上海海关学院,,综合,上海,128,311,121.578106,31.16865,121.5738907,31.17086933
黑龙江八一农垦大学,,农业,黑龙江,127.8,312,125.174437,46.587453,125.1674783,46.58543017
江西科技师范大学,,师范,江西,127,313,115.835198,28.735875,115.8302255,28.73912109
安阳师范学院,,师范,河南,125.9,314,114.366493,36.058769,114.3604291,36.05863643
西南林业大学,,林业,云南,125.9,314,103.986214,30.699631,103.9839634,30.70224302
新疆农业大学,,农业,新疆,125.5,316,87.56745,43.810825,87.56457772,43.80959484
常熟理工学院,,综合,江苏,125.2,317,120.736697,31.608656,120.7323104,31.61059777
闽南师范大学,,师范,福建,124.9,318,117.645363,24.507475,117.6405867,24.51046355
天津城建大学,,理工,天津,124.9,318,117.095443,39.094966,117.0890255,39.09381554
福建工程学院,,理工,福建,124.7,320,119.194223,26.038543,119.1893932,26.04160094
沈阳大学,,综合,辽宁,124.5,321,123.4577,41.820811,123.4516014,41.81841711
五邑大学,,综合,广东,124.4,322,113.084587,22.590401,113.0791385,22.59309221
内蒙古科技大学,,综合,内蒙古,124.2,323,109.833262,40.623439,109.8275314,40.62228965
江苏理工学院,,理工,江苏,123.5,324,119.918224,31.750682,119.9135501,31.75282094
上海第二工业大学,,理工,上海,123.4,325,121.652241,31.260196,121.6479924,31.2623361
浙大城市学院,,理工,浙江,123,326,120.155627,30.328467,120.1509161,30.33078217
太原科技大学,,理工,山西,122.7,327,112.492633,37.875528,112.4861217,37.87483147
岭南师范学院,,师范,广东,122.6,328,110.349556,21.26952,110.345088,21.27192568
天津农学院,,农业,天津,122.2,329,117.101466,39.091612,117.0950449,39.09046237
塔里木大学,,综合,新疆,121.5,330,81.2911,40.54393,81.28829645,40.54335755
南京晓庄学院,,师范,江苏,121.3,331,118.75155,32.037281,118.7463268,32.03931399
大理大学,,综合,云南,120.9,332,100.156044,25.673575,100.1548131,25.67652348
井冈山大学,,综合,江西,120.9,332,115.032043,27.111846,115.0269394,27.11509717
湖南理工学院,,理工,湖南,120.8,334,112.952023,27.977413,112.9465741,27.98088238
江苏海洋大学,,理工,江苏,120.8,334,119.21956,34.60708,119.2140171,34.60809708
台州学院,,综合,浙江,120.6,336,121.388423,28.650662,121.383993,28.65361306
闽江学院,,理工,福建,120.4,337,119.169113,26.064703,119.1642291,26.06773182
黄冈师范学院,,师范,湖北,120,338,114.92983,30.44666,114.924767,30.44933227
重庆文理学院,,综合,重庆,119.9,339,105.938205,29.350618,105.934703,29.35359885
浙江万里学院,,理工,浙江,119.9,339,121.631006,29.826757,121.6269033,29.82937517
齐齐哈尔大学,,综合,黑龙江,119.7,341,123.926859,47.353873,123.9203069,47.3518326
四川轻化工大学,,理工,四川,119.7,341,104.765435,29.334845,104.7627417,29.33769408
南昌工程学院,,理工,江西,119.6,343,116.024488,28.687315,116.019423,28.69043281
天津职业技术师范大学,,师范,天津,119.4,344,117.299122,39.055274,117.2927966,39.0542939
上海电机学院,,理工,上海,119.1,345,121.546167,31.273593,121.5418733,31.27570828
湖北科技学院,,综合,湖北,119,346,114.404633,30.472013,114.3990959,30.47432816
陕西理工大学,,理工,陕西,118.8,347,107.054662,33.070776,107.0500408,33.07259268
内江师范学院,,师范,四川,118.5,348,105.050952,29.588901,105.0477596,29.59149406
合肥师范学院,,师范,安徽,118.4,349,117.274808,31.853878,117.2693073,31.8558858
阜阳师范大学,,师范,安徽,116.6,350,115.7864,32.894118,115.7809561,32.89606288
南阳师范学院,,师范,河南,116.4,351,112.536167,32.993422,112.5303301,32.99542379
贵州师范学院,,师范,贵州,116.2,352,106.796892,26.642097,106.7930727,26.64563389
徐州工程学院,,理工,江苏,115.8,353,117.207931,34.216056,117.2021902,34.21732466
洛阳师范学院,,师范,河南,115.4,354,112.47291,34.65657,112.4666926,34.65759295
仲恺农业工程学院,,农业,广东,115.4,354,113.280441,23.107883,113.2751029,23.11055914
长春师范大学,,师范,吉林,115.2,356,125.392572,43.910114,125.3859156,43.90761788
湖北文理学院,,综合,湖北,114.8,357,112.042479,32.000432,112.0364628,32.00245766
宝鸡文理学院,,师范,陕西,114.5,358,107.210663,34.346859,107.2059536,34.34825475
安徽科技学院,,师范,安徽,114.2,359,117.251656,31.877741,117.2461701,31.87976081
长沙学院,,理工,湖南,114,360,113.026326,28.245037,113.0206036,28.24832698
衡阳师范学院,,师范,湖南,113.8,361,112.680838,26.875759,112.6754924,26.87926327
无锡学院,,综合,江苏,113.3,362,120.225758,31.570275,120.2211339,31.57220532
滨州学院,,师范,山东,113.1,363,117.98919,37.385168,117.9832479,37.38448246
长春大学,,综合,吉林,112.8,364,125.320911,43.834843,125.3144262,43.83241684
黑龙江科技大学,,理工,黑龙江,112.6,365,126.656734,45.820833,126.6507328,45.81888578
泉州师范学院,,师范,福建,112.6,365,118.670942,24.868273,118.6664141,24.87119911
河北科技师范学院,,师范,河北,112,367,119.550694,39.909488,119.5448151,39.90832088
广西科技大学,,理工,广西,111.8,368,109.44557,24.332836,109.4409856,24.33555839
江苏第二师范学院,,师范,江苏,111.5,369,118.754674,32.058518,118.7494487,32.06055622
西藏农牧学院,,农业,西藏,111.1,370,94.341601,29.666413,94.34046809,29.66913331
贵州理工学院,,理工,贵州,111,371,106.65795,26.559262,106.6543293,26.56288487
咸阳师范学院,,师范,陕西,111,371,108.728199,34.361419,108.7234956,34.36282728
九江学院,,综合,江西,110.8,373,116.014909,29.682816,116.0097911,29.68533439
绵阳师范学院,,师范,四川,110.6,374,104.59809,31.453695,104.5956748,31.45607939
湖北汽车工业学院,,理工,湖北,110.5,375,114.24678,30.636959,114.2413513,30.63940222
常州工学院,,理工,江苏,109.7,376,119.943923,31.870371,119.9392274,31.8725021
金陵科技学院,,综合,江苏,109.6,377,118.811218,32.121738,118.8060459,32.12384197
黑龙江工程学院,,理工,黑龙江,109.4,378,126.52532,45.871021,126.5192074,45.86901769
乐山师范学院,,师范,四川,109.4,378,103.750816,29.559643,103.748606,29.56239199
潍坊学院,,综合,山东,109.2,380,119.180186,36.717414,119.1743325,36.71698749
佳木斯大学,,综合,黑龙江,108.8,381,130.361339,46.805596,130.3534543,46.80330856
唐山师范学院,,师范,河北,108.5,382,118.173106,39.673655,118.1667838,39.67231444
山东交通学院,,理工,山东,108.4,383,116.793072,36.537932,116.7873964,36.53777205
广东石油化工学院,,综合,广东,107.6,384,110.923109,21.677262,110.9186075,21.68005004
河北建筑工程学院,,理工,河北,107.6,384,114.530399,38.037707,114.5244644,38.03711413
湖北工程学院,,综合,湖北,107.4,386,114.389849,30.503821,114.384309,30.50613287
惠州学院,,综合,广东,107.3,387,114.421664,23.038614,114.4167021,23.04114247
成都工业学院,,理工,四川,107.1,388,103.882116,30.787674,103.880029,30.79037092
丽水学院,,师范,浙江,107.1,388,119.903648,28.456803,119.8992347,28.4602214
黄淮学院,,师范,河南,106.8,390,114.00705,33.008121,114.0012228,33.00999638
许昌学院,,理工,河南,106.7,391,113.871198,34.046757,113.8653587,34.04833197
北华航天工业学院,,理工,河北,106.6,392,116.740051,39.529408,116.7340277,39.52824153
湖北第二师范学院,,师范,湖北,106.5,393,114.449152,30.480612,114.4436778,30.48296257
湖南第一师范学院,,师范,湖南,106.2,394,112.867237,28.196405,112.8618132,28.19991183
湖南文理学院,,综合,湖南,105.9,395,113.176739,28.249168,113.1709388,28.25242165
周口师范学院,,师范,河南,105.7,396,114.682609,33.635594,114.6771743,33.63718304
成都师范学院,,师范,四川,105.5,397,103.828873,30.676146,103.8267048,30.6788156
重庆三峡学院,,综合,重庆,105.5,397,108.383511,30.794618,108.3789323,30.79689632
铜仁学院,,综合,贵州,105.5,397,109.22216,27.786767,109.2176089,27.79008952
遵义师范学院,,师范,贵州,105.4,400,106.915237,27.704388,106.9114397,27.70792897
上饶师范学院,,师范,江西,105,401,117.970296,28.416874,117.965274,28.42024072
商丘师范学院,,师范,河南,104.8,402,115.631152,34.423498,115.6256886,34.42490464
宜春学院,,综合,江西,104.7,403,114.359586,27.793183,114.3542958,27.7963219
浙江水利水电学院,,理工,浙江,104.7,403,120.374055,30.314254,120.3694657,30.31653656
滁州学院,,师范,安徽,104.6,405,118.302516,32.291814,118.2971481,32.293855
吉林化工学院,,理工,吉林,104.4,406,126.618397,43.89992,126.6127612,43.89774516
德州学院,,综合,山东,104.1,407,116.331474,37.467262,116.3256359,37.46644424
肇庆学院,,综合,广东,104,408,112.495301,23.107272,112.4901174,23.10993724
泰山学院,,综合,山东,103.5,409,117.110119,36.1937,117.1040417,36.19345022
广东第二师范学院,,师范,广东,103.2,410,113.185529,23.404974,113.1801114,23.40749499
沈阳工程学院,,理工,辽宁,102.7,411,123.418933,41.91944,123.412768,41.91699829
榆林学院,,师范,陕西,102.3,412,109.721541,38.293135,109.7159788,38.29263445
长春工程学院,,理工,吉林,102.2,413,125.281115,43.854532,125.2747132,43.85217494
洛阳理工学院,,综合,河南,102,414,112.422346,34.612397,112.4160312,34.61337451
韩山师范学院,,师范,广东,101.3,415,116.65847,23.661964,116.6540464,23.66466557
河北科技工程职业技术大学,,理工,河北,101.2,416,114.451972,37.085969,114.4458478,37.08532608
天水师范学院,,师范,甘肃,101.2,416,105.699119,34.569883,105.695244,34.57124881
北部湾大学,,综合,广西,101.1,418,108.616631,21.900398,108.6129463,21.90329969
